app_name,rating,rank,bigram,count
SHAREit,2.0,6,sometimes doesn,200
SHAREit,2.0,7,doesn work,200
SHAREit,2.0,8,terrible ads,200
SHAREit,2.0,9,share sa,200
SHAREit,2.0,10,like ads,200
SHAREit,3.0,1,nn nn,500
SHAREit,3.0,2,good sharing,300
SHAREit,3.0,3,dark mode,300
SHAREit,3.0,4,best sharing,300
SHAREit,3.0,5,annoying notifications,300
SHAREit,3.0,6,ultra fast,200
SHAREit,3.0,7,friend server,200
SHAREit,3.0,8,good like,200
SHAREit,3.0,9,notifications good,200
SHAREit,3.0,10,easy transfer,200
SHAREit,4.0,1,good ads,400
SHAREit,4.0,2,good work,300
SHAREit,4.0,3,easy fast,300
SHAREit,4.0,4,good share,300
SHAREit,4.0,5,b bh,300
SHAREit,4.0,6,nice easy,300
SHAREit,4.0,7,fast easy,300
SHAREit,4.0,8,annoying ads,300
SHAREit,4.0,9,good sharing,300
SHAREit,4.0,10,far good,300
SHAREit,5.0,1,best ever,3500
SHAREit,5.0,2,transfer files,3500
SHAREit,5.0,3,fast transfer,3300
SHAREit,5.0,4,best sharing,3000
SHAREit,5.0,5,good fast,2800
SHAREit,5.0,6,fast easy,2700
SHAREit,5.0,7,easy transfer,2600
SHAREit,5.0,8,hg hg,2300
SHAREit,5.0,9,good job,2200
SHAREit,5.0,10,fast reliable,2100
Skype,,1,skype credits,300
Skype,,2,skype features,200
Skype,,3,see texts,200
Skype,,4,every single,200
Skype,,5,good replacement,200
Skype,,6,improve skype,200
Skype,,7,worked perfectly,200
Skype,,8,credits great,200
Skype,,9,big problems,100
Skype,,10,star removing,100
Skype,1.0,1,doesn work,4900
Skype,1.0,2,skype credit,3300
Skype,1.0,3,worst ever,2500
Skype,1.0,4,send messages,2200
Skype,1.0,5,skype skype,1800
Skype,1.0,6,new messages,1600
Skype,1.0,7,skype good,1600
Skype,1.0,8,extremely slow,1400
Skype,1.0,9,feels like,1400
Skype,1.0,10,monthly subscription,1300
Skype,2.0,1,doesn work,1100
Skype,2.0,2,video call,700
Skype,2.0,3,call quality,500
Skype,2.0,4,send messages,400
Skype,2.0,5,super slow,400
Skype,2.0,6,sending messages,400
Skype,2.0,7,messages doesn,400
Skype,2.0,8,notifications messages,400
Skype,2.0,9,group chat,400
Skype,2.0,10,slow buggy,400
Skype,3.0,1,doesn work,800
Skype,3.0,2,skype credit,500
Skype,3.0,3,locked unlock,400
Skype,3.0,4,sometimes doesn,400
Skype,3.0,5,video call,400
Skype,3.0,6,bye skype,300
Skype,3.0,7,good bye,300
Skype,3.0,8,sound quality,300
Skype,3.0,9,video chat,300
Skype,3.0,10,doesn show,300
Skype,4.0,1,pretty good,1300
Skype,4.0,2,good quality,800
Skype,4.0,3,good sometimes,700
Skype,4.0,4,video calls,700
Skype,4.0,5,skype good,700
Skype,4.0,6,good easy,600
Skype,4.0,7,video calling,600
Skype,4.0,8,good video,600
Skype,4.0,9,good call,500
Skype,4.0,10,video call,500
Skype,5.0,1,love skype,8100
Skype,5.0,2,miss skype,6200
Skype,5.0,3,rip skype,5800
Skype,5.0,4,goodbye skype,5100
Skype,5.0,5,best ever,4600
Skype,5.0,6,bye skype,4300
Skype,5.0,7,skype best,4200
Skype,5.0,8,video call,3800
Skype,5.0,9,good bye,3700
Skype,5.0,10,skype good,3600
Snapchat,,1,something went,200
Snapchat,,2,discover page,200
Snapchat,,3,close deleting,200
Snapchat,,4,security restriction,200
Snapchat,,5,m close,200
Snapchat,,6,went wrong,200
Snapchat,,7,page forcing,100
Snapchat,,8,snooze keeps,100
Snapchat,,9,restriction single,100
Snapchat,,10,quality left,100
Snapchat,1.0,1,pay memories,3100
Snapchat,1.0,2,us pay,2200
Snapchat,1.0,3,wide angle,2200
Snapchat,1.0,4,snap chat,2100
Snapchat,1.0,5,worst ever,2000
Snapchat,1.0,6,pay storage,1800
Snapchat,1.0,7,public profile,1700
Snapchat,1.0,8,social media,1700
Snapchat,1.0,9,ultra wide,1700
Snapchat,1.0,10,save memories,1600
Snapchat,2.0,1,wide angle,800
Snapchat,2.0,2,snap chat,500
Snapchat,2.0,3,won let,400
Snapchat,2.0,4,doesn work,400
Snapchat,2.0,5,camera roll,400
Snapchat,2.0,6,m able,400
Snapchat,2.0,7,ultra wide,400
Snapchat,2.0,8,snap plus,300
Snapchat,2.0,9,love snapchat,300
Snapchat,2.0,10,wide camera,300
Snapchat,3.0,1,wide angle,1700
Snapchat,3.0,2,give wide,800
Snapchat,3.0,3,angle camera,600
Snapchat,3.0,4,snap chat,600
Snapchat,3.0,5,ultra wide,600
Snapchat,3.0,6,ok ok,500
Snapchat,3.0,7,video video,500
Snapchat,3.0,8,soon possible,500
Snapchat,3.0,9,pay storage,400
Snapchat,3.0,10,snapchat plus,400
Snapchat,4.0,1,wide angle,2100
Snapchat,4.0,2,give wide,700
Snapchat,4.0,3,ultra wide,700
Snapchat,4.0,4,snap chat,700
Snapchat,4.0,5,love snapchat,600
Snapchat,4.0,6,pretty good,500
Snapchat,4.0,7,love filters,500
Snapchat,4.0,8,good love,500
Snapchat,4.0,9,good like,500
Snapchat,4.0,10,filters good,400
Snapchat,5.0,1,love snapchat,6500
Snapchat,5.0,2,best ever,4400
Snapchat,5.0,3,wide angle,4100
Snapchat,5.0,4,snap chat,3800
Snapchat,5.0,5,give wide,3100
Snapchat,5.0,6,friends family,2800
Snapchat,5.0,7,talk friends,2700
Snapchat,5.0,8,chat friends,2600
Snapchat,5.0,9,social media,2600
Snapchat,5.0,10,give wideangle,2500
Spotify,,1,add playlist,700
Spotify,,2,smart shuffle,700
Spotify,,3,song playlist,600
Spotify,,4,listen music,500
Spotify,,5,add song,500
Spotify,,6,spotify premium,400
Spotify,,7,liked songs,400
Spotify,,8,adding songs,400
Spotify,,9,ads every,400
Spotify,,10,premium feature,300
Spotify,1.0,1,listen music,7000
Spotify,1.0,2,buy premium,6300
Spotify,1.0,3,choose song,5900
Spotify,1.0,4,without premium,5900
Spotify,1.0,5,listen songs,5200
Spotify,1.0,6,every song,4400
Spotify,1.0,7,song listen,4300
Spotify,1.0,8,ads every,4300
Spotify,1.0,9,worst music,4300
Spotify,1.0,10,ice ads,4300
Spotify,2.0,1,songs playlist,2100
Spotify,2.0,2,add song,1900
Spotify,2.0,3,buy premium,1800
Spotify,2.0,4,listen music,1600
Spotify,2.0,5,song playlist,1500
Spotify,2.0,6,pick song,1500
Spotify,2.0,7,liked songs,1200
Spotify,2.0,8,listening music,1200
Spotify,2.0,9,playlist search,1000
Spotify,2.0,10,love spotify,1000
Spotify,3.0,1,listen music,1500
Spotify,3.0,2,songs playlist,1400
Spotify,3.0,3,add songs,1100
Spotify,3.0,4,every songs,1100
Spotify,3.0,5,liked songs,1000
Spotify,3.0,6,choose songs,800
Spotify,3.0,7,without premium,800
Spotify,3.0,8,love spotify,800
Spotify,3.0,9,listen songs,700
Spotify,3.0,10,buy premium,700
Spotify,4.0,1,love spotify,1600
Spotify,4.0,2,best music,1500
Spotify,4.0,3,good music,1400
Spotify,4.0,4,great music,1300
Spotify,4.0,5,pretty good,1100
Spotify,4.0,6,without premium,1000
Spotify,4.0,7,good experience,900
Spotify,4.0,8,listen music,900
Spotify,4.0,9,smart shuffle,800
Spotify,4.0,10,spotify premium,800
Spotify,5.0,1,best music,23600
Spotify,5.0,2,love spotify,10500
Spotify,5.0,3,great music,7200
Spotify,5.0,4,good music,5900
Spotify,5.0,5,best ever,5700
Spotify,5.0,6,listen music,5500
Spotify,5.0,7,listening music,4200
Spotify,5.0,8,love music,4100
Spotify,5.0,9,music ever,4000
Spotify,5.0,10,worst worst,4000
Subway%20Surfers,,1,subway surfers,500
Subway%20Surfers,,2,apne avatars,100
Subway%20Surfers,,3,final acrobatics,100
Subway%20Surfers,,4,experienced game,100
Subway%20Surfers,,5,simple swipe,100
Subway%20Surfers,,6,yeh game,100
Subway%20Surfers,,7,team ve,100
Subway%20Surfers,,8,characters unlock,100
Subway%20Surfers,,9,loop simple,100
Subway%20Surfers,,10,ive recently,100
Subway%20Surfers,1.0,1,good game,2000
Subway%20Surfers,1.0,2,subway surfers,1800
Subway%20Surfers,1.0,3,high score,1600
Subway%20Surfers,1.0,4,bad game,1600
Subway%20Surfers,1.0,5,watch ad,1300
Subway%20Surfers,1.0,6,lost progress,1200
Subway%20Surfers,1.0,7,playing game,1000
Subway%20Surfers,1.0,8,watch ads,800
Subway%20Surfers,1.0,9,new game,700
Subway%20Surfers,1.0,10,game good,600
Subway%20Surfers,2.0,1,subway surfers,800
Subway%20Surfers,2.0,2,like game,700
Subway%20Surfers,2.0,3,good game,600
Subway%20Surfers,2.0,4,love game,500
Subway%20Surfers,2.0,5,high score,400
Subway%20Surfers,2.0,6,game ve,400
Subway%20Surfers,2.0,7,nice game,300
Subway%20Surfers,2.0,8,fun game,300
Subway%20Surfers,2.0,9,restore progress,300
Subway%20Surfers,2.0,10,ads ads,300
Subway%20Surfers,3.0,1,good game,2900
Subway%20Surfers,3.0,2,love game,1100
Subway%20Surfers,3.0,3,subway surfers,1100
Subway%20Surfers,3.0,4,game good,900
Subway%20Surfers,3.0,5,nice game,900
Subway%20Surfers,3.0,6,like game,700
Subway%20Surfers,3.0,7,watch ads,500
Subway%20Surfers,3.0,8,best game,500
Subway%20Surfers,3.0,9,game like,500
Subway%20Surfers,3.0,10,fun game,500
Subway%20Surfers,4.0,1,good game,7700
Subway%20Surfers,4.0,2,nice game,4900
Subway%20Surfers,4.0,3,love game,4300
Subway%20Surfers,4.0,4,game good,3600
Subway%20Surfers,4.0,5,subway surfers,3100
Subway%20Surfers,4.0,6,best game,3000
Subway%20Surfers,4.0,7,game fun,2000
Subway%20Surfers,4.0,8,great game,1900
Subway%20Surfers,4.0,9,like game,1800
Subway%20Surfers,4.0,10,game like,1600
Subway%20Surfers,5.0,1,good game,59100
Subway%20Surfers,5.0,2,best game,57400
Subway%20Surfers,5.0,3,love game,48300
Subway%20Surfers,5.0,4,nice game,40000
Subway%20Surfers,5.0,5,subway surfers,29600
Subway%20Surfers,5.0,6,game ever,26600
Subway%20Surfers,5.0,7,game good,17400
Subway%20Surfers,5.0,8,like game,15900
Subway%20Surfers,5.0,9,game fun,12400
Subway%20Surfers,5.0,10,game love,12300
TikTok,,1,tiktok team,400
TikTok,,2,hello tiktok,300
TikTok,,3,community guidelines,300
TikTok,,4,doesn work,300
TikTok,,5,interested live,200
TikTok,,6,violate community,200
TikTok,,7,social media,200
TikTok,,8,interested videos,200
TikTok,,9,tik tok,200
TikTok,,10,videos see,200
TikTok,1.0,1,tik tok,8700
TikTok,1.0,2,tiktok team,4700
TikTok,1.0,3,community guidelines,3300
TikTok,1.0,4,banned reason,2500
TikTok,1.0,5,doesn work,2100
TikTok,1.0,6,go live,2100
TikTok,1.0,7,dear tiktok,1900
TikTok,1.0,8,won let,1900
TikTok,1.0,9,tiktok shop,1700
TikTok,1.0,10,hello tiktok,1400
TikTok,2.0,1,tik tok,3200
TikTok,2.0,2,tiktok team,2100
TikTok,2.0,3,dear tiktok,1100
TikTok,2.0,4,hello tiktok,1100
TikTok,2.0,5,community guidelines,700
TikTok,2.0,6,good videos,700
TikTok,2.0,7,tok team,700
TikTok,2.0,8,hello tik,600
TikTok,2.0,9,unfreeze tiktok,600
TikTok,2.0,10,won let,600
TikTok,3.0,1,tik tok,2700
TikTok,3.0,2,doesn work,900
TikTok,3.0,3,won let,800
TikTok,3.0,4,tiktok team,700
TikTok,3.0,5,tok team,600
TikTok,3.0,6,love tiktok,500
TikTok,3.0,7,repost button,500
TikTok,3.0,8,tiktok shop,500
TikTok,3.0,9,tiktok username,400
TikTok,3.0,10,force stop,400
TikTok,4.0,1,tik tok,2400
TikTok,4.0,2,love tiktok,700
TikTok,4.0,3,tiktok team,700
TikTok,4.0,4,dear tiktok,600
TikTok,4.0,5,tiktok nice,500
TikTok,4.0,6,tiktok support,400
TikTok,4.0,7,great experience,400
TikTok,4.0,8,love tik,400
TikTok,4.0,9,pretty good,400
TikTok,4.0,10,sound video,400
TikTok,5.0,1,tik tok,20400
TikTok,5.0,2,tiktok team,11000
TikTok,5.0,3,love tiktok,10600
TikTok,5.0,4,hello tiktok,4600
TikTok,5.0,5,best ever,3700
TikTok,5.0,6,tiktok best,3700
TikTok,5.0,7,viral video,3700
TikTok,5.0,8,dear tiktok,3200
TikTok,5.0,9,social media,2400
TikTok,5.0,10,tiktok live,2400
Twitter,,1,post pictures,300
Twitter,,2,doesn work,300
Twitter,,3,free speech,300
Twitter,,4,looks like,300
Twitter,,5,something wrong,200
Twitter,,6,attestation denied,200
Twitter,,7,playback error,200
Twitter,,8,username password,200
Twitter,,9,turned permissions,200
Twitter,,10,x twitter,200
Twitter,1.0,1,files media,6000
Twitter,1.0,2,elon musk,5700
Twitter,1.0,3,won let,5600
Twitter,1.0,4,post photos,4300
Twitter,1.0,5,doesn work,4100
Twitter,1.0,6,social media,3800
Twitter,1.0,7,post pictures,3800
Twitter,1.0,8,free speech,3700
Twitter,1.0,9,upload photos,3700
Twitter,1.0,10,photos videos,3200
Twitter,2.0,1,files media,1600
Twitter,2.0,2,media permission,1300
Twitter,2.0,3,photos videos,1000
Twitter,2.0,4,upload photos,900
Twitter,2.0,5,won let,900
Twitter,2.0,6,upload pictures,800
Twitter,2.0,7,post photos,700
Twitter,2.0,8,post pictures,600
Twitter,2.0,9,social media,500
Twitter,2.0,10,post images,500
Twitter,3.0,1,post pictures,700
Twitter,3.0,2,pictures videos,600
Twitter,3.0,3,upload images,500
Twitter,3.0,4,elon musk,500
Twitter,3.0,5,upload photos,500
Twitter,3.0,6,free speech,500
Twitter,3.0,7,media permission,400
Twitter,3.0,8,media files,400
Twitter,3.0,9,post images,400
Twitter,3.0,10,unable post,400
Twitter,4.0,1,social media,900
Twitter,4.0,2,files media,600
Twitter,4.0,3,free speech,600
Twitter,4.0,4,good experience,600
Twitter,4.0,5,freedom speech,600
Twitter,4.0,6,best social,500
Twitter,4.0,7,post photos,500
Twitter,4.0,8,photos videos,500
Twitter,4.0,9,permission media,500
Twitter,4.0,10,media files,400
Twitter,5.0,1,social media,13800
Twitter,5.0,2,free speech,7800
Twitter,5.0,3,best social,6700
Twitter,5.0,4,elon musk,5900
Twitter,5.0,5,love x,4600
Twitter,5.0,6,best ever,3600
Twitter,5.0,7,x best,3100
Twitter,5.0,8,freedom speech,2600
Twitter,5.0,9,best news,2600
Twitter,5.0,10,real news,2300
Viber,,1,activation failed,400
Viber,,2,status icon,300
Viber,,3,new messages,300
Viber,,4,activation code,300
Viber,,5,sync contacts,300
Viber,,6,last seen,200
Viber,,7,check viber,200
Viber,,8,viber status,200
Viber,,9,deleted viber,200
Viber,,10,viber icon,200
Viber,1.0,1,activation failed,8800
Viber,1.0,2,doesn work,4900
Viber,1.0,3,activate viber,3700
Viber,1.0,4,receive call,3400
Viber,1.0,5,viber call,3400
Viber,1.0,6,activation code,3300
Viber,1.0,7,number blocked,3100
Viber,1.0,8,viber plus,2900
Viber,1.0,9,viber support,2800
Viber,1.0,10,customer service,2600
Viber,2.0,1,activation failed,1500
Viber,2.0,2,doesn work,1300
Viber,2.0,3,last digits,900
Viber,2.0,4,call quality,700
Viber,2.0,5,receive call,700
Viber,2.0,6,viber plus,700
Viber,2.0,7,invisible mode,600
Viber,2.0,8,incoming call,600
Viber,2.0,9,chat history,500
Viber,2.0,10,messages calls,500
Viber,3.0,1,viber plus,800
Viber,3.0,2,activation failed,800
Viber,3.0,3,activation code,700
Viber,3.0,4,video call,600
Viber,3.0,5,viber call,500
Viber,3.0,6,viber add,400
Viber,3.0,7,status icon,400
Viber,3.0,8,viber status,400
Viber,3.0,9,doesn work,400
Viber,3.0,10,last digits,400
Viber,4.0,1,viber plus,700
Viber,4.0,2,call quality,600
Viber,4.0,3,video call,600
Viber,4.0,4,send messages,600
Viber,4.0,5,viber good,500
Viber,4.0,6,good communication,500
Viber,4.0,7,family friends,400
Viber,4.0,8,activation failed,400
Viber,4.0,9,good viber,400
Viber,4.0,10,video calls,400
Viber,5.0,1,love viber,3300
Viber,5.0,2,video calls,2700
Viber,5.0,3,good viber,2400
Viber,5.0,4,support team,2400
Viber,5.0,5,like viber,2300
Viber,5.0,6,good good,1900
Viber,5.0,7,customer service,1800
Viber,5.0,8,viber good,1700
Viber,5.0,9,friends family,1600
Viber,5.0,10,activation failed,1600
WhatsApp,,1,policies guidelines,400
WhatsApp,,2,happened mistake,400
WhatsApp,,3,may happened,400
WhatsApp,,4,believe may,400
WhatsApp,,5,communication support,300
WhatsApp,,6,longer believe,300
WhatsApp,,7,dear team,300
WhatsApp,,8,important communication,300
WhatsApp,,9,support regards,300
WhatsApp,,10,team banned,300
WhatsApp,1.0,1,due spam,2500
WhatsApp,1.0,2,without reason,1900
WhatsApp,1.0,3,banned reason,1400
WhatsApp,1.0,4,support team,1300
WhatsApp,1.0,5,verification code,1300
WhatsApp,1.0,6,video call,1300
WhatsApp,1.0,7,need official,1300
WhatsApp,1.0,8,raha hai,1200
WhatsApp,1.0,9,soon possible,1200
WhatsApp,1.0,10,doesn work,1200
WhatsApp,2.0,1,video call,600
WhatsApp,2.0,2,due spam,600
WhatsApp,2.0,3,longer due,400
WhatsApp,2.0,4,voice note,400
WhatsApp,2.0,5,normal call,400
WhatsApp,2.0,6,call call,300
WhatsApp,2.0,7,video calls,300
WhatsApp,2.0,8,telling official,200
WhatsApp,2.0,9,images shows,200
WhatsApp,2.0,10,contact list,200
WhatsApp,3.0,1,video call,800
WhatsApp,3.0,2,add option,400
WhatsApp,3.0,3,video calls,400
WhatsApp,3.0,4,group chat,300
WhatsApp,3.0,5,verification code,300
WhatsApp,3.0,6,add feature,300
WhatsApp,3.0,7,voice note,300
WhatsApp,3.0,8,lock system,300
WhatsApp,3.0,9,multiple contacts,300
WhatsApp,3.0,10,new features,300
WhatsApp,4.0,1,video call,600
WhatsApp,4.0,2,feature like,400
WhatsApp,4.0,3,good good,400
WhatsApp,4.0,4,videos status,300
WhatsApp,4.0,5,best chatting,300
WhatsApp,4.0,6,good service,300
WhatsApp,4.0,7,nice nice,300
WhatsApp,4.0,8,friends family,300
WhatsApp,4.0,9,best ever,300
WhatsApp,4.0,10,group chats,300
WhatsApp,5.0,1,best ever,4600
WhatsApp,5.0,2,video call,2500
WhatsApp,5.0,3,best communication,2500
WhatsApp,5.0,4,family friends,2300
WhatsApp,5.0,5,friends family,2200
WhatsApp,5.0,6,fast reliable,2000
WhatsApp,5.0,7,video calls,1700
WhatsApp,5.0,8,good service,1500
WhatsApp,5.0,9,raha hai,1400
WhatsApp,5.0,10,good experience,1300
